,0,1,2,3,4,5,6,7,8,9
0,1164,16,8,170,27,209,106,83,155,1938
1,35,1480,56,7,93,72,14,89,92,1938
2,11,82,1184,68,222,83,20,91,177,1938
3,72,2,39,1469,15,42,5,28,266,1938
4,30,93,196,47,1149,64,48,146,165,1938
5,252,59,55,114,86,858,167,96,251,1938
6,132,69,31,23,56,103,1323,144,57,1938
7,25,49,48,22,152,30,68,1451,93,1938
8,33,16,125,282,85,58,14,69,1256,1938
9,1754,1866,1742,2202,1885,1519,1765,2197,2512,17442
