,0,1,2,3,4,5,6,7,8,9
0,1818,5,1,9,0,63,36,1,5,1938
1,4,1857,23,8,22,8,4,1,11,1938
2,0,55,1728,31,11,3,8,89,13,1938
3,5,9,47,1703,10,9,4,10,141,1938
4,1,45,27,38,1776,0,0,41,10,1938
5,70,20,25,22,2,1733,48,4,14,1938
6,35,10,19,6,4,34,1822,1,7,1938
7,2,13,94,14,75,1,1,1713,25,1938
8,3,18,36,134,6,7,5,30,1699,1938
9,1938,2032,2000,1965,1906,1858,1928,1890,1925,17442
